Tool,Histone_Mark,Library,Rank,Term,P_value,Adjusted_P_value,Combined_Score,Genes
GoPeaks,H3K27ac,GO_Molecular_Function_2023,9,Ribosome Binding (GO:0043022),0.0006968717081719761,0.0874222245512943,19.177115290316294,"['NOMO3', 'SRP19', 'DDX3X', 'CCDC47', 'FMR1', 'LTN1', 'MAIP1', 'RBM3', 'SEC61A2', 'SEC61A1', 'TMEM223', 'TMEM147', 'SEC61G', 'ZC3H12A', 'PIM1', 'RACK1', 'SEC61B', 'PELO', 'NOMO1', 'NOMO2', 'MRPS27', 'IFRD2', 'GTPBP6', 'RPSA', 'NME1', 'DNAJC2', 'OXA1L', 'NEMF', 'GUF1', 'SBDS', 'GEMIN5', 'ETF1', 'EIF1B', 'MRRF', 'ZNF598', 'USP16', 'DHX9', 'IGHMBP2', 'MTIF2', 'NMD3', 'MALSU1', 'MTIF3', 'BAG6', 'LARP1', 'NCLN', 'SRP72', 'ERI1', 'G3BP1', 'MAP3K20', 'GCN1', 'PTCD3', 'NPM1', 'YTHDF1', 'CPSF6', 'NAA10', 'YTHDF3', 'PYM1', 'ERAL1', 'EEF2', 'EIF2S1', 'EIF1', 'TMCO1', 'EFNA1', 'CPEB1', 'EIF6', 'TTC5', 'SERBP1', 'NAA16', 'DHX29', 'NAA15', 'CPEB3', 'EIF3C', 'CPEB2', 'CPEB4']"
GoPeaks,H3K27ac,GO_Molecular_Function_2023,10,Basal RNA Polymerase II Transcription Machinery Binding (GO:0001099),0.0007661895227983724,0.0874222245512943,47.77202784007319,"['GTF2A1', 'URI1', 'ELOF1', 'DHX9', 'GTF2B', 'CTR9', 'SUPT4H1', 'AKR1B1', 'HNRNPU', 'CCAR2', 'CDC73', 'WDR43', 'SCAF8', 'RECQL5', 'PCF11', 'SMYD2', 'RPRD1B', 'ZNF326', 'LLPH', 'RPRD1A', 'RTRAF', 'TBP', 'NCOA3', 'ELP2', 'PEX2', 'ELP4', 'RPRD2', 'GTF2F1', 'DRAP1', 'UVSSA', 'AGO2', 'WAC', 'ERCC5', 'TAF1']"
GoPeaks,H3K27ac,GO_Molecular_Function_2023,11,Polyubiquitin Modification-Dependent Protein Binding (GO:0031593),0.0008702851424352624,0.09027230431987586,26.509832329844546,"['RNF31', 'VCP', 'UBXN1', 'MINDY1', 'MINDY2', 'ZFAND6', 'ZFAND2B', 'ZBTB1', 'OTUD7B', 'TNFAIP3', 'ABRAXAS2', 'AGAP3', 'FAAP20', 'PRPF8', 'HDAC6', 'BAG6', 'SHARPIN', 'PSMD4', 'UIMC1', 'TOM1', 'UBQLN1', 'UFD1', 'ASCC2', 'IKBKG', 'IKBKE', 'ATRIP', 'EPS15', 'UBQLN4', 'UBQLN3', 'UBL7', 'UBQLN2', 'ZRANB3', 'ZRANB1', 'RAD23A', 'RAD23B', 'RNF168', 'PARP10', 'DEPDC1B', 'RNF169', 'WDR81', 'TNIP2', 'SPRTN', 'TAB3', 'TAB2', 'MPND', 'SQSTM1', 'DZIP3', 'RAD18']"
GoPeaks,H3K27ac,GO_Molecular_Function_2023,12,Telomerase RNA Binding (GO:0070034),0.0009747167236132186,0.0926793151368902,818421.1808601246,"['PINX1', 'PARN', 'PTEN', 'HNRNPU', 'SMG7', 'TENT4B', 'SMG5', 'SMG6', 'EXOSC10', 'TERT', 'TNIP1', 'XRN1', 'DKC1', 'DHX36', 'NHP2', 'HNRNPC', 'SNRPD3', 'DCP2', 'NOP10', 'SNRPB', 'WRAP53']"
GoPeaks,H3K27ac,GO_Molecular_Function_2023,13,NADH Dehydrogenase (Quinone) Activity (GO:0050136),0.0013329671001567917,0.1169934970214538,41.485729373570486,"['NDUFB9', 'NDUFB8', 'NDUFB10', 'NDUFB6', 'NDUFA12', 'NDUFB5', 'NDUFB4', 'NDUFA10', 'NDUFB3', 'NDUFB2', 'NDUFB1', 'NDUFV3', 'NDUFV2', 'NDUFV1', 'NDUFA9', 'NDUFA8', 'NQO1', 'NDUFA7', 'NDUFA5', 'NDUFA4', 'NDUFA3', 'NDUFA2', 'NDUFC2', 'NDUFC1', 'NDUFS8', 'NDUFS7', 'NDUFS6', 'NDUFS5', 'NDUFS4', 'NDUFS3', 'NDUFS2', 'NDUFS1']"
GoPeaks,H3K27ac,GO_Molecular_Function_2023,14,Ubiquitin-Like Protein Transferase Activity (GO:0019787),0.0014724720582605132,0.11856527780646081,10.521270356712952,"['UBE2L6', 'UBE2L3', 'RNF115', 'TRIM28', 'FBXO4', 'FBXO3', 'TRIM25', 'TRIM27', 'FBXO7', 'TRIM21', 'FBXO9', 'TRIM23', 'ATG3', 'NSMCE2', 'ATG10', 'NSMCE1', 'RC3H1', 'RNF123', 'CDC34', 'TRIM17', 'KCTD10', 'TRIM13', 'RBCK1', 'CBLL1', 'TRIM11', 'OBI1', 'NEDD4L', 'ANAPC11', 'RNF212', 'RNF214', 'RNF213', 'RNF217', 'ZBED1', 'ATG5', 'BARD1', 'BRAP', 'HACE1', 'SIAH2', 'SIAH1', 'RNF103', 'FBXL5', 'DZIP3', 'FBXL6', 'RNF220', 'LRSAM1', 'PRPF19', 'TRIM4', 'TRIM5', 'ARIH2', 'ARIH1', 'RSPRY1', 'SHPRH', 'TOPORS', 'DDB2', 'RNF168', 'RNF167', 'RNF169', 'UFC1', 'PRKN', 'MARCHF2', 'XIAP', 'RNF139', 'MARCHF8', 'MARCHF9', 'MARCHF3', 'MARCHF6', 'RANBP2', 'UBL4A', 'HUWE1', 'MIB2', 'WWP1', 'UBE2G1', 'WWP2', 'UBE2G2', 'PEX12', 'MIB1', 'RNF146', 'ITCH', 'TTC3', 'RLIM', 'RNF141', 'UBE2D4', 'UBE2D2', 'UBE2D3', 'UBE3A', 'FBXO24', 'FBXO22', 'MAEA', 'RAG1', 'PIAS4', 'MYLIP', 'PIAS3', 'RNF43', 'FBXW8', 'FBXW11', 'UBE2E3', 'UBE2E1', 'FBXO11', 'FBXW2', 'PIAS2', 'RNF40', 'KLHL42', 'PIAS1', 'RBX1', 'RNF41', 'ANAPC4', 'CUL5', 'UBA7', 'CUL3', 'CUL2', 'UBR4', 'UBR3', 'COP1', 'SHARPIN', 'UBE2F', 'UBE2H', 'UBE2I', 'CBX4', 'SMURF2', 'UBE2B', 'FANCL', 'SMURF1', 'KLHL21', 'UBE2A', 'KLHL20', 'CNOT4', 'UBE2W', 'ATG16L1', 'UBE2S', 'UBE2T', 'MDM2', 'RNF182', 'UBA3', 'UBE2N', 'RNF181', 'UBE2O', 'MDM4', 'UBE2K', 'RNF187', 'UBE2M', 'RNF13', 'RNF14', 'TNFAIP3', 'UFL1', 'UBE2Q2', 'TRIM68', 'TRIM69', 'DTX3L', 'RNF208', 'ZFP91', 'TRAF2', 'PJA2', 'TRAF7', 'UBE2R2', 'TRAF3', 'TRAF6', 'BIRC6', 'BIRC2', 'TRIM56', 'HDAC4', 'RNF31', 'UHRF2', 'MGRN1', 'UHRF1', 'RNF8', 'RNF7', 'CBL', 'RCHY1', 'RNF4', 'HDAC9', 'RNF5', 'RNF2', 'RMND5B', 'ZNRF1', 'RMND5A', 'ZNRF3', 'HECTD3', 'RBBP6', 'VHL', 'RNF20', 'RNF25', 'AMFR', 'FBXL14', 'PML', 'TSPAN17', 'LNX1', 'ERCC8', 'STUB1', 'TRIM37', 'BCOR', 'TRIM32', 'TRIM33', 'LNX2']"
GoPeaks,H3K27ac,GO_Molecular_Function_2023,15,NADH Dehydrogenase (Ubiquinone) Activity (GO:0008137),0.0017542163762979842,0.11856527780646081,38.51954596246175,"['NDUFB9', 'NDUFB8', 'NDUFB10', 'NDUFB6', 'NDUFA12', 'NDUFB5', 'NDUFB4', 'NDUFA10', 'NDUFB3', 'NDUFB2', 'NDUFB1', 'NDUFV3', 'NDUFV2', 'NDUFV1', 'NDUFA9', 'NDUFA8', 'NDUFA7', 'NDUFA5', 'NDUFA4', 'NDUFA3', 'NDUFA2', 'NDUFC2', 'NDUFC1', 'NDUFS8', 'NDUFS7', 'NDUFS6', 'NDUFS5', 'NDUFS4', 'NDUFS3', 'NDUFS2', 'NDUFS1']"
GoPeaks,H3K27ac,GO_Molecular_Function_2023,16,RNA Polymerase Core Enzyme Binding (GO:0043175),0.0017542163762979842,0.11856527780646081,38.51954596246175,"['URI1', 'ELOF1', 'RRN3', 'DHX9', 'GTF2B', 'CTR9', 'SUPT4H1', 'HNRNPU', 'CCAR2', 'CDC73', 'WDR43', 'RRN3P2', 'SCAF8', 'RECQL5', 'PCF11', 'ERBB2', 'SMYD2', 'RPRD1B', 'ZNF326', 'RPRD1A', 'MAF1', 'RTRAF', 'NCOA3', 'ELP2', 'PEX2', 'ELP4', 'RPRD2', 'UVSSA', 'AGO2', 'WAC', 'ERCC5']"
GoPeaks,H3K27ac,GO_Molecular_Function_2023,17,Nuclear Receptor Coactivator Activity (GO:0030374),0.0017665291171865326,0.11856527780646081,22.351416507527894,"['ENY2', 'TMF1', 'KDM1A', 'RNF4', 'ELK1', 'ETS1', 'FGF2', 'CCAR1', 'DCAF6', 'MED17', 'MED12', 'HELZ2', 'PSMC3IP', 'MED14', 'MED13', 'SFR1', 'MED30', 'ZMIZ1', 'ZMIZ2', 'BRD8', 'ATXN7L3', 'PPARGC1B', 'NCOA1', 'MED1', 'NCOA2', 'SS18', 'RBM14', 'NCOA6', 'PRKCB', 'BUD31', 'NCOA3', 'USP22', 'HMGA1', 'ACTN4', 'PPRC1', 'TRERF1', 'WDR77', 'MED22', 'CNOT6', 'THRAP3', 'CARM1', 'NCOA7', 'TACC1', 'PKN1', 'CNOT9']"
GoPeaks,H3K27ac,GO_Molecular_Function_2023,18,DNA Polymerase Binding (GO:0070182),0.0018871842035295154,0.11962650979039872,669914.8192748656,"['FANCI', 'CDT1', 'HSP90AA1', 'RTEL1', 'HSP90AB1', 'PCNA', 'PTGES3', 'NAT10', 'HMGB1', 'SMARCA4', 'SMG6', 'RAD51', 'PAXX', 'POLG2', 'FANCD2', 'LONP1', 'NABP2', 'CDK2AP1', 'NHEJ1']"
GoPeaks,H3K27ac,GO_Molecular_Function_2023,19,Oxidoreduction-Driven Active Transmembrane Transporter Activity (GO:0015453),0.002352767962161701,0.14128990762244742,18.97028486666526,"['NDUFB9', 'COX7B', 'NDUFB8', 'NDUFB10', 'NDUFB6', 'UQCRB', 'NDUFA12', 'NDUFB5', 'COX4I1', 'NDUFB4', 'NDUFA10', 'NDUFB3', 'NDUFB2', 'NDUFB1', 'UQCR10', 'COX5B', 'COX7C', 'COX5A', 'UQCRH', 'CYB561D2', 'NDUFV3', 'NDUFV2', 'NDUFV1', 'COX8A', 'NDUFA9', 'CYB5A', 'NDUFA8', 'NDUFA7', 'NDUFA5', 'NDUFA4', 'NDUFA3', 'NDUFA2', 'NDUFA1', 'NDUFC2', 'CYBRD1', 'NDUFC1', 'CYB561A3', 'COX6B1', 'COX7A2L', 'NDUFS8', 'NDUFS7', 'NDUFS6', 'NDUFS5', 'NDUFS4', 'NDUFS3', 'UQCRC1', 'NDUFS2', 'NDUFS1']"
GoPeaks,H3K27ac,GO_Molecular_Function_2023,20,3'-5' Exonuclease Activity (GO:0008408),0.0032787673338222877,0.1870536763945615,21.284647809936914,"['EXD1', 'TRIR', 'MRE11', 'DIS3L', 'EXOSC7', 'EXOSC5', 'TATDN1', 'WRN', 'EXOSC10', 'EXOSC4', 'ERI1', 'ERI2', 'EXOSC9', 'NOCT', 'POLD1', 'ERI3', 'EXOSC3', 'DIS3L2', 'POLG', 'TOE1', 'PNPT1', 'DIS3', 'ANGEL2', 'TREX1', 'USB1', 'POLRMT', 'REXO2', 'REXO4', 'ISG20', 'PAN2', 'RAD50', 'CNOT7', 'PDE12', 'APEX1', 'APLF', 'XRN2', 'CNOT8', 'RAD9A']"
GoPeaks,H3K27ac,GO_Cellular_Component_2023,1,Ribosome (GO:0005840),4.343948273498506e-06,0.002059031481638292,93.6411999733942,"['RPL30', 'RPL32', 'RPL31', 'MRPS12', 'RPL10A', 'RPL8', 'RPL9', 'RPL6', 'RPS4X', 'RPL7A', 'RPS17', 'SERP1', 'RPL18A', 'RPS19', 'RPL36AL', 'RPS18', 'RPL36', 'RPL38', 'RPS11', 'RPL39', 'RPS10', 'RPS13', 'NCK1', 'RPS9', 'RPS7', 'RPS5', 'RPL13A', 'LARP4B', 'MRPS7', 'RPL24', 'RPL27', 'NUFIP2', 'DHX9', 'RPL11', 'RRBP1', 'HSPA14', 'MRPL13', 'LARP1', 'DNAJC21', 'RPS3', 'RPL15', 'RPL18', 'RPL17', 'GCN1', 'RPL19', 'BTF3', 'RPL41', 'EIF2AK2', 'NR0B1', 'RPL3L', 'RPS26', 'RPS25', 'RPS28', 'RPS27', 'RPS29', 'EIF3H', 'RPS21', 'RPS23']"
GoPeaks,H3K27ac,GO_Cellular_Component_2023,2,Mitochondrial Matrix (GO:0005759),1.9218586392969136e-05,0.004554804975133686,18.747446123250988,"['DHFR2', 'ISCA1', 'ACSM3', 'GLDC', 'ACSM1', 'ECI1', 'NUDT1', 'NUDT2', 'ALKBH7', 'CCAR2', 'GLS', 'GCSH', 'TP53AIP1', 'HYKK', 'FDXR', 'LONP1', 'MTERF1', 'MMUT', 'ACAD10', 'PDK1', 'MCCC2', 'ACOT9', 'GSTK1', 'PDHX', 'MECR', 'PHYKPL', 'MCCC1', 'CLPX', 'LARS2', 'BTD', 'PPA2', 'LACTB2', 'MTHFD2', 'PDE12', 'SCO2', 'BOLA3', 'CLPP', 'ETHE1', 'FDX1', 'MTHFD2L', 'FDX2', 'SUCLG2', 'TFAM', 'SUCLG1', 'ALDH7A1', 'GCDH', 'LIPT1', 'MRPL18', 'MRPL14', 'LIAS', 'MRPL13', 'MRPL11', 'PRDX3', 'DGUOK', 'MRPL20', 'PRDX5', 'GRPEL1', 'BLOC1S1', 'GRPEL2', 'DECR1', 'PCK2', 'MTERF2', 'ADHFE1', 'MTERF4', 'PDE2A', 'MRPL28', 'PYCR1', 'MTHFS', 'PYCR2', 'ERAL1', 'ACADSB', 'HARS2', 'CS', 'GLUD1', 'ARL2BP', 'NDUFAF7', 'OGDH', 'GFM1', 'FASTKD1', 'HIBADH', 'FASTKD2', 'GFM2', 'MRPS14', 'FASTKD3', 'OGG1', 'MRPS12', 'MRPL39', 'MRPL37', 'MRPL34', 'TFB1M', 'MRPL35', 'FARS2', 'MCEE', 'MRPL40', 'AUH', 'QARS1', 'MTG1', 'FASTK', 'MTG2', 'ACADM', 'DLAT', 'TK1', 'ACADS', 'ACAD8', 'ARG2', 'NSUN4', 'MRPS22', 'NSUN3', 'MRPL49', 'SIRT4', 'SIRT5', 'MRPL48', 'TFB2M', 'MRPL43', 'SIRT3', 'HADHA', 'ALDH5A1', 'MRPL51', 'BDH1', 'IVD', 'FASTKD5', 'DLD', 'MRRF', 'FH', 'RNASEL', 'ECHS1', 'OAT', 'KARS1', 'DLST', 'IBA57', 'TYMS', 'HSD17B8', 'MRPL57', 'ATP5F1A', 'RIDA', 'ATP5F1B', 'PDPR', 'FTMT', 'MTHFD1L', 'DGLUCY', 'METTL4', 'RPS3', 'NT5M', 'CBR4', 'ATP5PB', 'MDH2', 'NUBPL', 'GSR', 'NMNAT3', 'ATP5F1C', 'ATP5F1D', 'ATP5F1E', 'ALDH4A1', 'NUDT9', 'GARS1', 'PDP2', 'LYRM4', 'TRMT5', 'LYRM7', 'NDUFAB1', 'ETFBKMT', 'ACAA2', 'PRORP', 'NR3C1', 'ALDH1L2', 'YARS2', 'TXN2', 'ABHD10', 'FPGS', 'NUDT13', 'RARS2', 'PPTC7', 'GPT2', 'PUS1', 'PAM16', 'TRNT1', 'POLRMT', 'OXA1L', 'POLG2', 'ISCU', 'FECH', 'ARL2', 'AK4', 'GLYAT', 'FOXO3', 'ACAT1', 'ATXN3', 'CCNB1', 'PITRM1', 'THEM4', 'DNAJC19', 'HSPA9', 'MPST', 'PDHA2', 'PDHA1', 'UQCC2', 'GOT2', 'IDH2', 'TIMM44', 'COQ5', 'COQ3', 'CPS1', 'CDK1', 'ACO2', 'ARHGAP11B', 'ACADVL', 'ALAS2', 'ALAS1', 'ETFA', 'ETFB', 'MAIP1', 'DHTKD1', 'NADK2', 'ALDH2', 'DBT', 'ME3', 'ME2', 'MRPL9', 'METTL15', 'HIBCH', 'IDH3A', 'POLG', 'BCKDHA', 'TSFM', 'ELAC2', 'GLRX5', 'MARS2', 'BCKDHB', 'TWNK', 'DARS2', 'REXO2', 'COASY', 'SUPV3L1', 'SMDT1', 'NDUFS8', 'SARS2', 'NDUFS7', 'PCCA', 'TST', 'PCCB', 'NDUFS3', 'NDUFS2', 'NDUFS1', 'FXN', 'MTRF1L', 'BCAT2', 'NDUFB8', 'ACSS2', 'NAXE', 'GLS2', 'ETFDH', 'PDHB', 'PPM1K', 'MRM1', 'MRM2', 'HSPD1', 'PRIMPOL', 'TBRG4', 'HMGCL', 'NFS1', 'ALDH1B1', 'OXCT1', 'PDSS2', 'D2HGDH', 'IARS2', 'PDSS1', 'GADD45GIP1', 'NDUFA9', 'NDUFA7', 'PTCD1', 'MMAA', 'IDH3G', 'MMAB', 'TXNRD2', 'HSPE1', 'SOD2', 'SUOX', 'TRIT1', 'SOD1', 'WARS2', 'BCKDK', 'GSTZ1', 'SUCLA2', 'TMLHE', 'DNAJA3', 'NAXD', 'SSBP1', 'ABCE1', 'TRMT61B']"
GoPeaks,H3K27ac,GO_Cellular_Component_2023,3,Mitochondrial Inner Membrane (GO:0005743),4.3064574896608495e-05,0.006804202833664143,16.687475259457777,"['DHFR2', 'GHITM', 'MICOS13', 'PHB2', 'LGALS3', 'MPV17', 'ACAD11', 'ENDOG', 'RSAD2', 'MRPS18B', 'MRPS18A', 'BCS1L', 'CLPX', 'MRPS18C', 'AFG3L2', 'COX7A2L', 'SCO1', 'SCO2', 'UQCRC1', 'YME1L1', 'TMEM126B', 'UQCRC2', 'AURKAIP1', 'MRPL18', 'MRPL19', 'MRPL16', 'MRPL17', 'MRPL14', 'OMA1', 'MRPL12', 'SDSL', 'MRPL13', 'MRPL11', 'APOO', 'LDHB', 'MRPL20', 'STMP1', 'HCRT', 'DMAC2L', 'PDE2A', 'MRPL28', 'MRPL23', 'MRPL24', 'MRPL21', 'MRPL22', 'MRPL30', 'NDUFAF6', 'ADCK1', 'NDUFAF4', 'NDUFAF5', 'NDUFAF2', 'NDUFAF3', 'SFXN1', 'ALDH18A1', 'NDUFAF1', 'CIBAR1', 'CDS2', 'MRPS17', 'MRS2', 'COX7B', 'MRPS15', 'MRPS16', 'MRPS14', 'MRPS11', 'MCUB', 'MRPS12', 'MRPL38', 'MRPL39', 'MRPS10', 'MRPL36', 'MRPL37', 'ECSIT', 'MRPL34', 'COX7C', 'MRPL35', 'TMEM186', 'MRPL42', 'AIFM3', 'IMMP2L', 'MRPL40', 'AIFM1', 'MTG1', 'NNT', 'MTG2', 'FLVCR1', 'COX8A', 'MRPS28', 'MRPS26', 'MRPS27', 'TIMM29', 'MRPS24', 'MYOC', 'MRPS25', 'MRPS22', 'ACAD9', 'MRPL49', 'MRPS2', 'MRPS21', 'TIMM23', 'MRPL47', 'NME4', 'MRPL48', 'MRPS7', 'MRPL46', 'MRPS6', 'MRPL43', 'MRPS5', 'MRPL44', 'HADHB', 'MRPL52', 'TMEM177', 'HADHA', 'IMMP1L', 'MRPL53', 'MRPL50', 'MRPS9', 'MRPL51', 'BDH1', 'PGAM5', 'L2HGDH', 'MICU1', 'TOMM40', 'DMAC1', 'MRPS36', 'MRPS33', 'TIMM9', 'MRPS34', 'MRPS31', 'TIMM13', 'UQCR11', 'MRPS30', 'TIMM10', 'UQCR10', 'COX5B', 'TYMS', 'COX5A', 'MRPL57', 'MRPL54', 'TMEM70', 'MRPL55', 'ATP5F1A', 'ATP5F1B', 'TMEM65', 'UCP3', 'UCP2', 'RPS3', 'ATP5PF', 'ATP5PD', 'TIMMDC1', 'AGK', 'ATP5PB', 'CKMT1A', 'ATP5F1C', 'COX6C', 'ATP5F1D', 'SLC8B1', 'ATP5F1E', 'LETM1', 'NDUFAB1', 'ATP5PO', 'NDUFA13', 'SLC27A1', 'NDUFA11', 'NDUFA12', 'TAMM41', 'NDUFA10', 'MPV17L2', 'COX6A1', 'CHCHD3', 'MPC1', 'CHCHD6', 'MPC2', 'PMPCA', 'CHCHD1', 'SLC30A2', 'PAM16', 'SDHC', 'SDHD', 'SDHA', 'ATAD3A', 'SDHB', 'COX6B1', 'SLC9B2', 'DNAJC30', 'GPD2', 'SLC25A51', 'DAP3', 'FECH', 'NDUFB10', 'UQCRB', 'NDUFB11', 'COX18', 'ATP5MC2', 'PSEN2', 'ATP5MC3', 'HIGD1A', 'MTLN', 'UQCRH', 'ATP5MC1', 'RCC1L', 'TIMM50', 'TMEM242', 'COX11', 'CYC1', 'NDUFV3', 'NDUFV2', 'ATP5MG', 'NDUFV1', 'ATP5MF', 'ATP5ME', 'DNAJC19', 'COA1', 'UQCC3', 'UQCC2', 'UQCC1', 'TIMM44', 'COQ9', 'CRLS1', 'COQ5', 'COQ4', 'TIMM10B', 'COQ3', 'COQ2', 'CYP11B2', 'TMEM11', 'UQCRQ', 'CYCS', 'MCU', 'COX20', 'SLC25A1', 'ALAS2', 'MCUR1', 'SLC25A3', 'COX4I1', 'MAIP1', 'MRPL4', 'MRPL2', 'TMEM223', 'MRPL1', 'CPT2', 'OPA1', 'TIMM17A', 'TIMM17B', 'UQCRFS1', 'MRPL9', 'COA8', 'CCDC51', 'NDUFC2', 'PLA2G4A', 'NDUFC1', 'SLC25A16', 'SLC25A15', 'SMDT1', 'NDUFS6', 'NOA1', 'SLC25A19', 'NDUFS5', 'NDUFS4', 'NDUFS3', 'SLC25A10', 'SLC25A12', 'SLC25A5', 'SLC25A11', 'SLC25A4', 'SMIM20', 'SLC25A13', 'SLC25A6', 'NDUFB9', 'NDUFB8', 'STOML2', 'MTFP1', 'NDUFB6', 'NDUFB5', 'SRC', 'NDUFB4', 'NDUFB3', 'ETFDH', 'NDUFB2', 'NDUFB1', 'SPG7', 'FOXRED1', 'PARL', 'HSPD1', 'SLC25A29', 'SLC25A21', 'SLC25A22', 'GADD45GIP1', 'PTCD3', 'NDUFA8', 'NDUFA7', 'NDUFA5', 'NDUFA4', 'NDUFA3', 'NDUFA2', 'NDUFA1', 'IMMT', 'DHODH', 'SLC25A38', 'SLC25A32']"
