Tool,Histone_Mark,Library,Rank,Term,P_value,Adjusted_P_value,Combined_Score,Genes
GoPeaks,H3K27me3,GO_Cellular_Component_2023,19,Golgi Cisterna Membrane (GO:0032580),0.14066266812958964,0.9999971795150856,3.2758323938300724,"['GOLGA8S', 'GOLGA8T', 'GOLGA8K', 'GOLGA8J', 'GOLGA8M', 'GOLGA8O', 'GOLGA8N', 'GOLGA8Q', 'GOLGA6A', 'GOLGA8DP', 'GOLGA8CP', 'GOLGA6C', 'GOLGA6B', 'GOLGA8G', 'NSG2', 'GOLGA8IP', 'GOLGA8H', 'ST3GAL1']"
GoPeaks,H3K27me3,GO_Cellular_Component_2023,20,Basement Membrane (GO:0005604),0.15492060176781697,0.9999971795150856,2.6569019755212087,"['LAMA1', 'LAMA4', 'LAMA3', 'TNC', 'LAMC1', 'NID1', 'NID2', 'THBS4', 'LOXL2', 'HMCN1', 'DST', 'APLP1', 'COL23A1', 'ERBIN', 'CASK', 'LAMB1', 'COLQ', 'SMOC2', 'FRAS1', 'COL4A2', 'COL4A1', 'COL4A4', 'SMOC1', 'COL4A3', 'PXDN', 'COL4A6', 'COL8A2', 'VWA2', 'FREM3']"
MACS2,H3K27ac,GO_Biological_Process_2023,1,Chromatin Remodeling (GO:0006338),1.4277022343829465e-05,0.03771643955253589,19.688220407012277,"['KDM1A', 'PWWP2B', 'YEATS4', 'YY1', 'MYC', 'RUVBL2', 'CHEK1', 'DPF2', 'PWWP2A', 'ARID2', 'NFRKB', 'SKP1', 'DAXX', 'SMARCC1', 'PIH1D1', 'USP3', 'HCFC1', 'DEPDC1B', 'HDGFL2', 'ASF1A', 'CGGBP1', 'HDGFL3', 'INO80C', 'ZNF274', 'PAXIP1', 'INO80D', 'BAZ2A', 'BAZ2B', 'MACROH2A1', 'MIER1', 'PRDM16', 'UBR5', 'SUDS3', 'CHTOP', 'PHF10', 'BICRAL', 'CBX3', 'GLMN', 'SMARCA5', 'MTHFR', 'INO80', 'SMARCA2', 'C6ORF89', 'SNAI1', 'HNRNPC', 'LIN54', 'SUV39H2', 'KDM5B', 'KDM5C', 'CHD8', 'HP1BP3', 'CHD6', 'PSIP1', 'RSF1', 'CHD4', 'CTCF', 'CHD3', 'CHD2', 'CHD1', 'MYSM1', 'SART3', 'MECOM', 'BCL7C', 'GATAD1', 'GET1', 'JARID2', 'KDM6A', 'SS18', 'PBRM1', 'ACTL6B', 'ACTL6A', 'TET1', 'BAZ1A', 'BAZ1B', 'ARID1A', 'ARID1B', 'UCHL5', 'TTI1', 'RNF168', 'KAT2B', 'TAF6L', 'MTF2', 'WAC', 'TOP1', 'HDAC4', 'HDAC5', 'NFAT5', 'HDAC2', 'SMARCD2', 'USP15', 'SATB2', 'RNF8', 'DDX21', 'HDAC6', 'IWS1', 'RNF2', 'PRIMPOL', 'HIRA', 'CHRAC1', 'RBBP4', 'TDG', 'PCGF1', 'BRD9', 'MTA2', 'SF3B1', 'MTA3', 'MBD3', 'SMARCE1', 'NPM1', 'KDM4C', 'DEK', 'GATAD2B', 'GATAD2A', 'PER2', 'RYBP', 'POLE3', 'HDGF', 'BCOR', 'ZNF335']"
MACS2,H3K27ac,GO_Biological_Process_2023,2,Nuclear-Transcribed mRNA Catabolic Process (GO:0000956),1.6867748517449936e-05,0.03771643955253589,27.918730130048438,"['HBS1L', 'SMG9', 'SMG7', 'TENT4B', 'ZFP36', 'ZC3H12A', 'MTPAP', 'PELO', 'UPF2', 'UPF1', 'CNOT6L', 'NCBP2', 'RC3H1', 'PATL1', 'RC3H2', 'PATL2', 'XRN1', 'PDE12', 'THRAP3', 'CSDE1', 'DXO', 'DCP2', 'NBAS', 'PARN', 'GSPT1', 'ZFP36L1', 'EXOSC5', 'EXOSC10', 'EXOSC4', 'ERI1', 'EXOSC9', 'EXOSC8', 'TENT2', 'DCPS', 'LSM1', 'SAMD4A', 'SAMD4B', 'UPF3B', 'CNOT10', 'UPF3A', 'PNRC1', 'PNRC2', 'CNOT4', 'PAN2', 'CNOT1', 'CNOT11', 'CNOT2', 'CNOT3', 'ATM', 'EIF3E', 'CNOT8', 'DCP1A']"
MACS2,H3K27ac,GO_Biological_Process_2023,3,Proteasome-Mediated Ubiquitin-Dependent Protein Catabolic Process (GO:0043161),2.9118234576631114e-05,0.03771643955253589,16.58221451091952,"['UBXN2A', 'UBE2D3', 'LTN1', 'AUP1', 'PSMD8', 'PSMD7', 'CDC26', 'CDC27', 'FBXO4', 'TRIM25', 'SKP2', 'FBXO9', 'SKP1', 'FBXW4', 'NHLRC3', 'ANAPC7', 'FBXW11', 'YOD1', 'KCTD2', 'UBE4B', 'TRPC4AP', 'KLHL42', 'RBX1', 'KCTD10', 'TBL1XR1', 'DDIT3', 'RBCK1', 'CLOCK', 'FAM8A1', 'ANAPC1', 'PSMD12', 'PSMD11', 'CUL5', 'PSMD14', 'KLHL15', 'CUL3', 'CUL2', 'CUL1', 'RHOBTB3', 'NEDD4L', 'UBR3', 'FBXO45', 'UBR2', 'AGAP3', 'UBE2J2', 'ANAPC10', 'ANAPC11', 'UBE2J1', 'HSP90B1', 'BAG6', 'ATXN3', 'COP1', 'RNF216', 'TMEM129', 'KLHDC10', 'AKIRIN2', 'HSPA5', 'SMURF2', 'UBE2B', 'EDEM1', 'SIAH2', 'FBXO38', 'SIAH1', 'KLHDC1', 'ERLIN1', 'KLHL22', 'BFAR', 'ERLIN2', 'FBXO31', 'KLHL20', 'UBE2W', 'RNF103', 'UBXN11', 'UBE2S', 'UBXN10', 'CDC16', 'DNAJC10', 'CALR', 'STT3B', 'FBXL5', 'FBXL4', 'UBE2K', 'NFE2L2', 'RNF187', 'GSK3B', 'GSK3A', 'UBXN1', 'FAF1', 'ZFAND2A', 'FAF2', 'ARRB1', 'HERPUD1', 'TNFSF13B', 'UBXN8', 'UFD1', 'MAN1A1', 'SEC61B', 'UBXN4', 'AXIN1', 'PPP2R5C', 'SIRT1', 'RAD23B', 'PJA2', 'PSMA5', 'PSMA6', 'PSMA3', 'PSMA1', 'NEMF', 'CANX', 'SPOPL', 'BIRC2', 'PRKN', 'WDR26', 'RNF4', 'RNF5', 'PSMA7', 'ECPAS', 'PCNP', 'DNAJB2', 'RMND5B', 'AMN1', 'ERLEC1', 'ZNRF1', 'PSMB5', 'HECTD1', 'HECTD3', 'PSMB1', 'DNAJB9', 'PRAME', 'FEM1C', 'TBL1X', 'ASCC3', 'MARCHF6', 'UBQLN2', 'CSNK1A1', 'FEM1B', 'AMFR', 'FBXL19', 'SYVN1', 'TMUB1', 'FBXL17', 'WWP1', 'FBXL18', 'PEX10', 'FBXL15', 'FBXL13', 'PML', 'CUL4A', 'PSMC5', 'KBTBD6', 'PSMC6', 'APC', 'PSMC4', 'JKAMP', 'GID8', 'PSMC2', 'CTNNB1', 'ERCC8']"
MACS2,H3K27ac,GO_Biological_Process_2023,4,Translation (GO:0006412),3.741852902466346e-05,0.03771643955253589,17.33871122679251,"['RPL30', 'RPL3', 'RPL32', 'RPL31', 'RPL8', 'RPL9', 'YARS2', 'RPL7', 'RPS17', 'RPL18A', 'RPS19', 'NARS1', 'RPL36AL', 'RPL37', 'RPS11', 'RPS9', 'RPL21', 'RPS7', 'RPS8', 'RPS5', 'RPL22', 'RPS6', 'MRPS18B', 'RPSA', 'GTPBP2', 'MRPS18C', 'EEF1A1', 'LARS2', 'LARS1', 'AURKAIP1', 'RPL28', 'DAP3', 'MRPL18', 'EIF5A2', 'MRPL19', 'MRPL16', 'MRPL17', 'MRPL13', 'GSPT1', 'MRPL11', 'MRPL20', 'EIF4EBP2', 'ZC3H15', 'VARS1', 'HARS1', 'MRPL23', 'HARS2', 'MRPL24', 'MRPL22', 'MRPL30', 'RPS25', 'COPS5', 'RPS29', 'RPL27A', 'RPS24', 'FARSB', 'RPS23', 'EIF4G1', 'MRPS17', 'HBS1L', 'MRPS15', 'MRPS16', 'FASTKD2', 'MRPS14', 'MRPS11', 'RPLP1', 'RPLP0', 'MRPS10', 'MRPL36', 'MRPL37', 'MRPL35', 'FARS2', 'MRPL40', 'EEF2K', 'MRPL1', 'QARS1', 'RACK1', 'RPLP2', 'MRPS28', 'EIF5A', 'MRPS27', 'MRPS24', 'MRPS25', 'MRPS22', 'PABPC4', 'MARS1', 'MRPL49', 'RPL13A', 'MRPL47', 'RPS3A', 'MRPL48', 'MRPS7', 'QRSL1', 'MRPS5', 'DARS1', 'MRPL52', 'EEF1G', 'MRPL50', 'MRPS9', 'RPL37A', 'ETF1', 'MRRF', 'MRPS33', 'MRPS30', 'MRPL55', 'RPL14', 'IGF2BP3', 'RPL15', 'IARS1', 'RPS27A', 'RWDD1', 'RPL23A', 'WARS1', 'WARS2', 'GARS1', 'TNIP1', 'DRG1', 'RPL22L1', 'FAU', 'ABCE1']"
MACS2,H3K27ac,GO_Biological_Process_2023,5,Cellular Respiration (GO:0045333),4.2833974269153094e-05,0.03771643955253589,24.31770878380553,"['COX4I1', 'NDUFA10', 'ETFB', 'MTFR1L', 'COX7C', 'CHCHD5', 'UQCRFS1', 'ME3', 'COX8A', 'NDUFC2', 'NDUFC1', 'SDHC', 'SDHA', 'COX6B1', 'SIRT3', 'OXA1L', 'NDUFS6', 'NDUFS4', 'NDUFS2', 'MTFR1', 'SDHAF4', 'MTFR2', 'UQCRC2', 'SLC25A13', 'NDUFB9', 'NDUFB8', 'NDUFB10', 'UQCRB', 'NDUFB5', 'NDUFB4', 'ETFDH', 'NDUFB2', 'NDUFB1', 'COX7A2', 'UQCR10', 'COX5B', 'COX5A', 'MTLN', 'UQCRH', 'NDUFV3', 'NDUFV2', 'NDUFA8', 'NDUFA5', 'MDH2', 'NDUFA4', 'NDUFA2', 'NDUFA1', 'COX6C', 'UQCRQ', 'LYRM7', 'CYCS']"
MACS2,H3K27ac,GO_Biological_Process_2023,6,Ubiquitin-Dependent Protein Catabolic Process (GO:0006511),4.3443777560993536e-05,0.03771643955253589,15.309503374290433,"['UBE3C', 'UBXN2A', 'UBE2D2', 'UBE2D3', 'KEAP1', 'FBXO22', 'CCAR1', 'UBE2L3', 'PSMD8', 'HERC4', 'PSMD9', 'HERC3', 'NUB1', 'PSMD7', 'RNF19A', 'WDR91', 'TRIM25', 'FBXO8', 'SKP2', 'FBXO9', 'SKP1', 'FBXW4', 'MYLIP', 'RNF43', 'NHLRC3', 'FBXW11', 'UBE2E1', 'RC3H1', 'KCTD2', 'UBE4B', 'FBXO11', 'TRPC4AP', 'RC3H2', 'RNF40', 'KLHL42', 'RBX1', 'TOM1L1', 'WDR81', 'KCTD10', 'TBL1XR1', 'DDIT3', 'CHMP4C', 'CHMP4A', 'RBCK1', 'CLOCK', 'SQSTM1', 'PSMD12', 'PSMD11', 'TSG101', 'PSMD14', 'KLHL15', 'UBA6', 'CUL3', 'CUL1', 'RHOBTB3', 'UBR4', 'NEDD4L', 'UBR3', 'FBXO45', 'AGAP3', 'ANAPC11', 'BAG6', 'ATXN3', 'COP1', 'RNF213', 'RNF216', 'RNF217', 'XBP1', 'UBE2H', 'HACE1', 'NDFIP1', 'UBE2I', 'SMURF2', 'UBE2B', 'SIAH2', 'SIAH1', 'KLHL22', 'BFAR', 'KLHL20', 'CNOT4', 'UBE2W', 'UBXN11', 'UBE2S', 'CHMP2B', 'MKRN2', 'FBXL4', 'UBE2K', 'NFE2L2', 'RNF187', 'GSK3B', 'GSK3A', 'RNF11', 'UBXN1', 'PPP1R11', 'RNF14', 'FAF1', 'TGFB1I1', 'ZFAND2A', 'USP33', 'TNFAIP3', 'ARRB1', 'PTPN23', 'HERPUD1', 'TNFSF13B', 'UFD1', 'ARIH1', 'ELOC', 'GET4', 'AXIN1', 'VPS37C', 'VPS37A', 'PPP2R5C', 'VPS37B', 'SIRT1', 'RAD23B', 'PJA2', 'PSMA5', 'RNF168', 'PSMA6', 'RNF167', 'PSMA3', 'PSMA1', 'CHMP3', 'SPOPL', 'BIRC2', 'PRKN', 'WDR26', 'VPS4B', 'RNF8', 'RNF7', 'RCHY1', 'RNF4', 'RNF5', 'PSMA7', 'PCNP', 'RMND5B', 'ZNRF1', 'PSMB5', 'HECTD1', 'HECTD3', 'PSMB1', 'MVB12A', 'PRAME', 'FEM1C', 'RBBP6', 'TBL1X', 'MARCHF6', 'ANKIB1', 'CSNK1A1', 'USP9X', 'FEM1B', 'AMFR', 'FBXL19', 'RNF26', 'SYVN1', 'FBXL17', 'WWP1', 'KLHL3', 'PEX10', 'USP28', 'PML', 'MIB1', 'RNF146', 'CUL4A', 'PSMC5', 'KBTBD6', 'PSMC6', 'APC', 'PSMC4', 'RNF149', 'NEDD4', 'GID8', 'KLHL8', 'PSMC2', 'CTNNB1', 'UBAP1', 'ERCC8', 'TRIM32']"
MACS2,H3K27ac,GO_Biological_Process_2023,7,Chromatin Organization (GO:0006325),6.509244956488348e-05,0.0449909656737641,15.5804783015818,"['PWWP2B', 'HDAC11', 'EHMT1', 'HNRNPU', 'NUCKS1', 'YEATS4', 'YY1', 'HMGN4', 'TRIM28', 'MYC', 'RUVBL2', 'CHEK1', 'DPF2', 'PWWP2A', 'BANF1', 'ARID2', 'NFRKB', 'HMGN3', 'SKP1', 'HMGN1', 'DAXX', 'SMARCC1', 'DDX11', 'PIH1D1', 'HCFC1', 'KAT6B', 'HAT1', 'HDGFL2', 'ASF1A', 'HDGFL3', 'ASF1B', 'INO80C', 'ZNF274', 'PAXIP1', 'INO80D', 'BAZ2A', 'BAZ2B', 'MACROH2A1', 'MIER1', 'SUDS3', 'CHTOP', 'H4C9', 'CBX5', 'PHF10', 'BICRAL', 'CBX3', 'SMARCA5', 'INO80', 'SMARCA2', 'ZZZ3', 'C6ORF89', 'ANP32B', 'HNRNPC', 'EZH2', 'PHF19', 'H2AX', 'SUV39H2', 'KDM5B', 'KDM5C', 'CHD8', 'CHD6', 'HMGB2', 'PSIP1', 'RSF1', 'CHD4', 'CTCF', 'CHD3', 'CHD1', 'MYSM1', 'CHAF1B', 'SART3', 'BCL7C', 'GATAD1', 'GET1', 'JARID2', 'H3-3A', 'KDM6A', 'BRD2', 'SS18', 'PBRM1', 'ACTL6B', 'ACTL6A', 'TET1', 'BAZ1A', 'BAZ1B', 'ARID1A', 'SIRT1', 'ARID1B', 'H2BC17', 'UCHL5', 'TTI1', 'KAT2B', 'TAF6L', 'H2BC13', 'H2BC15', 'MTF2', 'H2BC11', 'WAC', 'DNAJC9', 'TOP1', 'HDAC4', 'HDAC5', 'HDAC2', 'SMARCD2', 'HDAC3', 'SATB2', 'DDX21', 'IWS1', 'RNF2', 'HIRA', 'CHRAC1', 'RBBP4', 'H3C14', 'PCGF1', 'BRD9', 'MTA2', 'SF3B1', 'MTA3', 'MBD3', 'SMARCE1', 'NPM1', 'H2BC8', 'KDM4C', 'NAP1L1', 'DEK', 'SSRP1', 'GATAD2B', 'GATAD2A', 'NAP1L4', 'PER2', 'RYBP', 'POLE3', 'HDGF', 'BCOR']"
MACS2,H3K27ac,GO_Biological_Process_2023,8,CRD-mediated mRNA Stabilization (GO:0070934),6.909727882321229e-05,0.0449909656737641,1180638.6094632468,"['SYNCRIP', 'DHX9', 'HNRNPD', 'IGF2BP1', 'HNRNPU', 'IGF2BP3', 'IGF2BP2', 'PABPC1', 'YBX1', 'PAIP1']"
MACS2,H3K27ac,GO_Biological_Process_2023,9,Regulation Of Telomere Maintenance Via Telomerase (GO:0032210),0.00012417545050276248,0.07082094208923598,26.54840530838045,"['TENM1', 'SRC', 'PARN', 'HNRNPU', 'NAT10', 'TENT4B', 'HMBOX1', 'EXOSC10', 'FBXO4', 'MAPK1', 'NEK2', 'CCT8', 'HNRNPA1', 'MAP2K7', 'MAP3K4', 'CCT5', 'CCT3', 'XRCC5', 'NEK7', 'TERF1', 'CCT6A', 'PKIB', 'GNL3L', 'XRN1', 'TNIP1', 'TCP1', 'POT1', 'CTNNB1', 'MAPKAPK5', 'PRKCQ', 'ATM', 'HNRNPC', 'DCP2']"
MACS2,H3K27ac,GO_Biological_Process_2023,10,Mitotic Cell Cycle Phase Transition (GO:0044772),0.0001359588060841543,0.07082094208923598,18.16135921370348,"['CDKN1A', 'CDKN1B', 'CCNI', 'KDM8', 'PHF8', 'CCND3', 'CCND2', 'PPME1', 'MYC', 'CDC27', 'ENSA', 'RCC1', 'POLE', 'CDC25C', 'MASTL', 'DNM2', 'CCNA2', 'LATS1', 'DBF4', 'CCNY', 'CCNE1', 'CHMP4A', 'BCAT1', 'PLCB1', 'CACUL1', 'ANAPC1', 'KHDRBS1', 'CTDP1', 'CUL5', 'CUL3', 'CUL2', 'CUL1', 'PKMYT1', 'ARPP19', 'GSPT1', 'AURKA', 'CCNB2', 'CCNB1', 'SPAST', 'EIF4EBP1', 'E2F3', 'EIF4E', 'LCMT1', 'CLASP1', 'CLASP2', 'CCDC57', 'CDC7', 'FBXL15', 'TPD52L1', 'CUL4A', 'WEE1', 'CDK6', 'RPS6KB1', 'CDK4', 'UBE2S', 'CCNG1', 'PPP2R2D', 'CDK1', 'TACC3', 'TAF2', 'CDKN3', 'CUL4B']"
MACS2,H3K27ac,GO_Biological_Process_2023,11,Aerobic Electron Transport Chain (GO:0019646),0.00020221081576878543,0.09575601266723667,20.80395002346462,"['NDUFB9', 'NDUFB8', 'NDUFB10', 'UQCRB', 'NDUFB5', 'COX4I1', 'NDUFB4', 'NDUFA10', 'NDUFB2', 'NDUFB1', 'COX7A2', 'UQCR10', 'COX5B', 'COX7C', 'COX5A', 'UQCRH', 'UQCRFS1', 'NDUFV3', 'NDUFV2', 'COX8A', 'NDUFA8', 'NDUFA5', 'UQCC3', 'NDUFA4', 'NDUFA2', 'NDUFA1', 'NDUFC2', 'NDUFC1', 'SDHC', 'SDHA', 'COX6C', 'COX6B1', 'SDHAF2', 'NDUFS6', 'UQCRQ', 'NDUFS4', 'NDUFS2', 'SLC25A51', 'CYCS', 'UQCRC2', 'NDUFAF1']"
MACS2,H3K27ac,GO_Biological_Process_2023,12,Regulation Of Proteasomal Ubiquitin-Dependent Protein Catabolic Process (GO:0032434),0.00029533078558764567,0.1281981718438372,16.039918099383026,"['DET1', 'GSK3B', 'GSK3A', 'HSP90AB1', 'UBXN1', 'RNF14', 'KEAP1', 'PARK7', 'FBXO22', 'DDA1', 'HERPUD1', 'UFL1', 'NUB1', 'XPO1', 'RNF19A', 'RACK1', 'TLK2', 'ELOB', 'ARIH1', 'BBS7', 'ZYG11B', 'DESI1', 'AXIN1', 'CSNK1D', 'CBFA2T3', 'RAD23B', 'UCHL5', 'PIAS1', 'RBX1', 'PHF20L1', 'MAP1A', 'WAC', 'TRIB3', 'TRIB1', 'TRIB2', 'PSMD10', 'PRKN', 'TAF9', 'RCHY1', 'FHIT', 'NKD2', 'BAG6', 'DNAJB2', 'COP1', 'HECTD1', 'BAG2', 'DVL1', 'RNF217', 'GNA12', 'ANKIB1', 'CSNK1A1', 'USP9X', 'GLMN', 'SH3RF3', 'SH3RF2', 'DAB2', 'RYBP', 'EIF3H', 'HSPA1B', 'HSPA1A']"
MACS2,H3K27ac,GO_Biological_Process_2023,13,mRNA Catabolic Process (GO:0006402),0.0003434640241341471,0.13762339243959784,23.96349308598113,"['NBAS', 'RNH1', 'ZFP36L2', 'ZFP36', 'EXOSC10', 'EXOSC4', 'EXOSC9', 'NUDT16', 'METTL16', 'NUDT12', 'UPF1', 'PNPT1', 'METTL3', 'RC3H1', 'CNOT10', 'LSM5', 'SND1', 'LSM2', 'SUPV3L1', 'LSM6', 'AGO3', 'XRN1', 'PDE12', 'THRAP3', 'DXO', 'DCP2', 'HSPA1B', 'HSPA1A']"
MACS2,H3K27ac,GO_Biological_Process_2023,14,Proteasome Assembly (GO:0043248),0.00046973290453154065,0.15170288325079856,755544.6396940461,"['NT5C3A', 'PSMD10', 'PSMD9', 'PSMD11', 'PSMD5', 'OTUD6B', 'PSMG1', 'PSMG2']"
MACS2,H3K27ac,GO_Biological_Process_2023,15,Mitochondrial ATP Synthesis Coupled Electron Transport (GO:0042775),0.00047934182685383355,0.15170288325079856,17.40101969181875,"['NDUFB9', 'NDUFB8', 'NDUFB10', 'UQCRB', 'NDUFB5', 'COX4I1', 'NDUFB4', 'NDUFA10', 'NDUFB2', 'NDUFB1', 'COX7A2', 'UQCR10', 'COX5B', 'COX7C', 'COX5A', 'UQCRH', 'UQCRFS1', 'NDUFV3', 'NDUFV2', 'COA6', 'COX8A', 'NDUFA8', 'NDUFA5', 'UQCC3', 'NDUFA4', 'NDUFA2', 'NDUFA1', 'NDUFC2', 'NDUFC1', 'SDHC', 'SDHA', 'COX6C', 'COX6B1', 'SDHAF2', 'NDUFS6', 'UQCRQ', 'NDUFS4', 'NDUFS2', 'CYCS', 'UQCRC2', 'NDUFAF1']"
MACS2,H3K27ac,GO_Biological_Process_2023,16,Positive Regulation Of Telomere Maintenance Via Telomerase (GO:0032212),0.00048194028810020004,0.15170288325079856,27.03307307718401,"['CCT3', 'XRCC5', 'NEK7', 'PARN', 'CCT6A', 'PKIB', 'HMBOX1', 'TNIP1', 'TCP1', 'FBXO4', 'MAPK1', 'CTNNB1', 'POT1', 'NEK2', 'ATM', 'MAPKAPK5', 'PRKCQ', 'CCT8', 'HNRNPA1', 'MAP2K7', 'CCT5', 'MAP3K4']"
MACS2,H3K27ac,GO_Biological_Process_2023,17,"Negative Regulation Of Nuclear-Transcribed mRNA Catabolic Process, Deadenylation-Dependent Decay (GO:1900152)",0.0004950948387912412,0.15170288325079856,122.34204346059168,"['SYNCRIP', 'DHX9', 'HNRNPD', 'IGF2BP1', 'HNRNPU', 'PABPC1', 'YBX1', 'TENT4A', 'TENT4B', 'PAIP1']"
MACS2,H3K27ac,GO_Biological_Process_2023,18,Nuclear Chromosome Segregation (GO:0098813),0.0005854597336312077,0.16942554180472008,51.85896570362811,"['TOP2A', 'TOP2B', 'MAP1S', 'KLHDC8B', 'KIF22', 'NDC80', 'LATS1', 'CENPF', 'INCENP', 'TRAPPC12', 'KIF2C', 'FAM83D', 'CENPQ']"
MACS2,H3K27ac,GO_Biological_Process_2023,19,Positive Regulation Of Mitotic Cell Cycle (GO:0045931),0.0007523564335434434,0.20130436392717066,27.475301272298985,"['KLHL18', 'PPP1R10', 'CCDC57', 'CUL3', 'USP22', 'USP2', 'ASNS', 'PRKCA', 'TTL', 'MEIS2', 'AURKA', 'SMOC2', 'CCNB1', 'RPS6KB1', 'TAL1', 'EIF4EBP1', 'HES1', 'PKN2', 'EIF4E']"
MACS2,H3K27ac,GO_Biological_Process_2023,20,Regulation Of Translation (GO:0006417),0.0007957657977360884,0.20130436392717066,11.286765394884902,"['EIF4A2', 'FMR1', 'BZW1', 'RPS6KA3', 'OGFOD1', 'RPS6KA1', 'CSNK2A1', 'NHLRC3', 'DAPK1', 'METTL3', 'CIRBP', 'RC3H1', 'LARP4B', 'PUS7', 'NCL', 'GUF1', 'MAPKAPK5', 'PKP3', 'DUS3L', 'EIF1B', 'DDX6', 'DHX9', 'DDX1', 'FOXO3', 'PLD1', 'MRPL13', 'GIGYF2', 'GSPT1', 'FXR1', 'ATXN2', 'LARP1', 'NIBAN1', 'TIA1', 'EIF2AK3', 'EIF2AK2', 'UPF3B', 'UPF3A', 'CNOT10', 'LARP4', 'EIF1', 'DHFR', 'IL6', 'CNOT1', 'CAPRIN1', 'BCL3', 'HNRNPD', 'CALR', 'CPEB3', 'EIF4G3', 'LSM14A', 'EIF4G2', 'EIF4G1', 'DDX3X', 'NAT10', 'YBX1', 'LARP1B', 'SYNCRIP', 'RBM4', 'METTL14', 'MTG2', 'RACK1', 'METTL18', 'ZNF385A', 'UPF1', 'EIF5B', 'PRMT1', 'NCBP2', 'RPL13A', 'PATL2', 'IMPACT', 'CSDE1', 'ETF1', 'GAPDH', 'MTPN', 'RPS27L', 'MTIF2', 'TYMS', 'EIF4H', 'IGF2BP1', 'METTL5', 'IGF2BP3', 'IGF2BP2', 'EIF4E', 'EIF4B', 'PAIP1', 'NPM1', 'YTHDF3', 'SAMD4A', 'ELP2', 'ELP4', 'ELP5', 'ELP6', 'LRPPRC', 'RPS6KB1', 'SERBP1', 'EIF3H', 'EIF3E', 'VIM', 'EIF3C', 'EIF3B']"
